1784822758.324106 server started (54747): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1784822758.324121 on Linux 6.6.87.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Thu Jun  5 18:30:46 UTC 2025
1784822758.324123 using libevent 2.1.12-stable poll
1784822758.324124 using ncurses 6.4 20240113
1784822758.351366 format_expand1: result is: @cpu_high_fg_color
1784822758.351367 unref client 0x5ec075629f50 (56 references)
1784822758.351368 options_push_changes: @cpu_high_fg_color
1784822758.351368 cmd_find_best_session: 0 sessions to try
1784822758.351369 unref client 0x5ec075629f50 (55 references)
1784822758.351370 cmdq_next <client-54753>: [set-option/0x5ec075594780] (0), flags 0
1784822758.351370 cmd_find_best_session: 0 sessions to try
1784822758.351371 cmd_find_current_client: no target, return (nil)
1784822758.351371 cmd_find_best_session: 0 sessions to try
1784822758.351372 cmd_find_target: target none, type pane, item 0x5ec075594780, flags QUIET,CANFAIL
1784822758.351373 cmd_find_best_session: 0 sessions to try
1784822758.351373 cmd_find_target: error
1784822758.351374 format_defaults: c=none
1784822758.351374 format_defaults: s=none
1784822758.351375 format_defaults: wl=none
1784822758.351375 format_defaults: wp=none
1784822758.351376 format_expand1: expanding format: @cpu_low_bg_color
1784822758.351377 format_expand1: result is: @cpu_low_bg_color
1784822758.351377 unref client 0x5ec075629f50 (55 references)
1784822758.351378 options_push_changes: @cpu_low_bg_color
1784822758.351379 cmd_find_best_session: 0 sessions to try
1784822758.351379 unref client 0x5ec075629f50 (54 references)
1784822758.351380 cmdq_next <client-54753>: [set-option/0x5ec075602f00] (0), flags 0
1784822758.351381 cmd_find_best_session: 0 sessions to try
1784822758.351381 cmd_find_current_client: no target, return (nil)
1784822758.351382 cmd_find_best_session: 0 sessions to try
1784822758.351383 cmd_find_target: target none, type pane, item 0x5ec075602f00, flags QUIET,CANFAIL
1784822758.351383 cmd_find_best_session: 0 sessions to try
1784822758.351384 cmd_find_target: error
1784822758.351384 format_defaults: c=none
1784822758.351385 format_defaults: s=none
1784822758.351385 format_defaults: wl=none
1784822758.351386 format_defaults: wp=none
1784822758.351386 format_expand1: expanding format: @cpu_medium_bg_color
1784822758.351387 format_expand1: result is: @cpu_medium_bg_color
1784822758.351388 unref client 0x5ec075629f50 (54 references)
1784822758.351389 options_push_changes: @cpu_medium_bg_color
1784822758.351390 cmd_find_best_session: 0 sessions to try
1784822758.351391 unref client 0x5ec075629f50 (53 references)
1784822758.351391 cmdq_next <client-54753>: [set-option/0x5ec0755f8220] (0), flags 0
1784822758.351392 cmd_find_best_session: 0 sessions to try
1784822758.351393 cmd_find_current_client: no target, return (nil)
1784822758.351393 cmd_find_best_session: 0 sessions to try
1784822758.351395 cmd_find_target: target none, type pane, item 0x5ec0755f8220, flags QUIET,CANFAIL
1784822758.351395 cmd_find_best_session: 0 sessions to try
1784822758.351396 cmd_find_target: error
1784822758.351396 format_defaults: c=none
1784822758.351397 format_defaults: s=none
1784822758.351397 format_defaults: wl=none
1784822758.351398 format_defaults: wp=none
1784822758.351399 format_expand1: expanding format: @cpu_high_bg_color
1784822758.351399 format_expand1: result is: @cpu_high_bg_color
1784822758.351400 unref client 0x5ec075629f50 (53 references)
1784822758.351401 options_push_changes: @cpu_high_bg_color
1784822758.351402 cmd_find_best_session: 0 sessions to try
1784822758.351402 unref client 0x5ec075629f50 (52 references)
1784822758.351403 cmdq_next <client-54753>: [set-option/0x5ec0755e49f0] (0), flags 0
1784822758.351404 cmd_find_best_session: 0 sessions to try
1784822758.351404 cmd_find_current_client: no target, return (nil)
1784822758.351405 cmd_find_best_session: 0 sessions to try
1784822758.351405 cmd_find_target: target none, type pane, item 0x5ec0755e49f0, flags QUIET,CANFAIL
1784822758.351406 cmd_find_best_session: 0 sessions to try
1784822758.351406 cmd_find_target: error
1784822758.351407 format_defaults: c=none
1784822758.351408 format_defaults: s=none
1784822758.351408 format_defaults: wl=none
1784822758.351408 format_defaults: wp=none
1784822758.351409 format_expand1: expanding format: @catppuccin_cpu_icon
1784822758.351410 format_expand1: result is: @catppuccin_cpu_icon
1784822758.351410 unref client 0x5ec075629f50 (52 references)
1784822758.351411 options_push_changes: @catppuccin_cpu_icon
1784822758.351412 cmd_find_best_session: 0 sessions to try
1784822758.351413 unref client 0x5ec075629f50 (51 references)
1784822758.351413 cmdq_next <client-54753>: [set-option/0x5ec075644fa0] (0), flags 0
1784822758.351414 cmd_find_best_session: 0 sessions to try
1784822758.351414 cmd_find_current_client: no target, return (nil)
1784822758.351415 cmd_find_best_session: 0 sessions to try
1784822758.351416 cmd_find_target: target none, type pane, item 0x5ec075644fa0, flags QUIET,CANFAIL
1784822758.351416 cmd_find_best_session: 0 sessions to try
1784822758.351417 cmd_find_target: error
1784822758.351417 format_defaults: c=none
1784822758.351418 format_defaults: s=none
1784822758.351418 format_defaults: wl=none
1784822758.351419 format_defaults: wp=none
1784822758.351419 format_expand1: expanding format: @catppuccin_cpu_color
1784822758.351420 format_expand1: result is: @catppuccin_cpu_color
1784822758.351421 unref client 0x5ec075629f50 (51 references)
1784822758.351421 format_defaults: c=none
1784822758.351422 format_defaults: s=none
1784822758.351422 format_defaults: wl=none
1784822758.351423 format_defaults: wp=none
1784822758.351423 format_expand1: expanding format: #{E:@thm_yellow}
1784822758.351424 format_expand1: found #{}: E:@thm_yellow
1784822758.351425 format_replace: modifier 0 is E
1784822758.351427 format_replace: format '@thm_yellow' found: #f9e2af
1784822758.351427 format_expand1: expanding format: #f9e2af
1784822758.351428 format_expand1: result is: #f9e2af
1784822758.351429 format_replace: replaced 'E:@thm_yellow' with '#f9e2af'
1784822758.351429 format_expand1: result is: #f9e2af
1784822758.351430 unref client 0x5ec075629f50 (51 references)
1784822758.351431 options_push_changes: @catppuccin_cpu_color
1784822758.351432 cmd_find_best_session: 0 sessions to try
1784822758.351432 unref client 0x5ec075629f50 (50 references)
1784822758.351433 cmdq_next <client-54753>: [set-option/0x5ec075609110] (0), flags 0
1784822758.351434 cmd_find_best_session: 0 sessions to try
1784822758.351435 cmd_find_current_client: no target, return (nil)
1784822758.351436 cmd_find_best_session: 0 sessions to try
1784822758.351436 cmd_find_target: target none, type pane, item 0x5ec075609110, flags QUIET,CANFAIL
1784822758.351437 cmd_find_best_session: 0 sessions to try
1784822758.351437 cmd_find_target: error
1784822758.351438 format_defaults: c=none
1784822758.351439 format_defaults: s=none
1784822758.351439 format_defaults: wl=none
1784822758.351440 format_defaults: wp=none
1784822758.351440 format_expand1: expanding format: @catppuccin_status_cpu_text_fg
1784822758.351441 format_expand1: result is: @catppuccin_status_cpu_text_fg
1784822758.351441 unref client 0x5ec075629f50 (50 references)
1784822758.351443 options_push_changes: @catppuccin_status_cpu_text_fg
1784822758.351443 cmd_find_best_session: 0 sessions to try
1784822758.351444 unref client 0x5ec075629f50 (49 references)
1784822758.351445 cmdq_next <client-54753>: [set-option/0x5ec075641cb0] (0), flags 0
1784822758.351445 cmd_find_best_session: 0 sessions to try
1784822758.351446 cmd_find_current_client: no target, return (nil)
1784822758.351446 cmd_find_best_session: 0 sessions to try
1784822758.351448 cmd_find_target: target none, type pane, item 0x5ec075641cb0, flags QUIET,CANFAIL
1784822758.351449 cmd_find_best_session: 0 sessions to try
1784822758.351449 cmd_find_target: error
1784822758.351450 format_defaults: c=none
1784822758.351450 format_defaults: s=none
1784822758.351451 format_defaults: wl=none
1784822758.351451 format_defaults: wp=none
1784822758.351452 format_expand1: expanding format: @catppuccin_status_cpu_text_bg
1784822758.351453 format_expand1: result is: @catppuccin_status_cpu_text_bg
1784822758.351453 unref client 0x5ec075629f50 (49 references)
1784822758.351454 options_push_changes: @catppuccin_status_cpu_text_bg
1784822758.351455 cmd_find_best_session: 0 sessions to try
1784822758.351456 unref client 0x5ec075629f50 (48 references)
1784822758.351456 cmdq_next <client-54753>: [set-option/0x5ec0755e4f50] (0), flags 0
1784822758.351457 cmd_find_best_session: 0 sessions to try
1784822758.351457 cmd_find_current_client: no target, return (nil)
1784822758.351458 cmd_find_best_session: 0 sessions to try
1784822758.351459 cmd_find_target: target none, type pane, item 0x5ec0755e4f50, flags QUIET,CANFAIL
1784822758.351459 cmd_find_best_session: 0 sessions to try
1784822758.351460 cmd_find_target: error
1784822758.351460 format_defaults: c=none
1784822758.351461 format_defaults: s=none
1784822758.351461 format_defaults: wl=none
1784822758.351462 format_defaults: wp=none
1784822758.351463 format_expand1: expanding format: @catppuccin_cpu_text
1784822758.351463 format_expand1: result is: @catppuccin_cpu_text
1784822758.351464 unref client 0x5ec075629f50 (48 references)
1784822758.351465 options_push_changes: @catppuccin_cpu_text
1784822758.351465 cmd_find_best_session: 0 sessions to try
1784822758.351466 unref client 0x5ec075629f50 (47 references)
1784822758.351467 cmdq_next <client-54753>: [source-file/0x5ec0755d48f0] (0), flags 0
1784822758.351467 cmd_find_best_session: 0 sessions to try
1784822758.351468 cmd_find_current_client: no target, return (nil)
1784822758.351468 cmd_find_best_session: 0 sessions to try
1784822758.351469 cmd_find_target: target none, type pane, item 0x5ec0755d48f0, flags QUIET,CANFAIL
1784822758.351470 cmd_find_best_session: 0 sessions to try
1784822758.351470 cmd_find_target: error
1784822758.351471 format_defaults: c=none
1784822758.351472 format_defaults: s=none
1784822758.351472 format_defaults: wl=none
1784822758.351472 format_defaults: wp=none
1784822758.351473 format_expand1: expanding format: #{d:current_file}/../utils/status_module.conf
1784822758.351474 format_expand1: found #{}: d:current_file
1784822758.351475 format_replace: modifier 0 is d
1784822758.351477 format_replace: format 'current_file' found: /home/zaxy/.config/tmux/plugins/catppuccin/tmux/status
1784822758.351478 format_replace: replaced 'd:current_file' with '/home/zaxy/.config/tmux/plugins/catppuccin/tmux/status'
1784822758.351480 format_expand1: result is: /home/zaxy/.config/tmux/plugins/catppuccin/tmux/status/../utils/status_module.conf
1784822758.351481 unref client 0x5ec075629f50 (47 references)
1784822758.351482 cmd_source_file_exec: /home/zaxy/.config/tmux/plugins/catppuccin/tmux/status/../utils/status_module.conf
1784822758.351488 cmd_source_file_add: /home/zaxy/.config/tmux/plugins/catppuccin/tmux/status/../utils/status_module.conf
1784822758.351489 sending message 300 to peer 0x5ec07562bdd0 (91 bytes)
1784822758.351490 cmdq_next <client-54753>: exit (wait)
1784822758.351491 cmdq_next <global>: waiting
1784822758.351491 cmdq_next </dev/pts/0>: waiting
1784822758.351492 cmdq_next <client-54753>: waiting
1784822758.351516 cmdq_next <global>: waiting
1784822758.351520 cmdq_next </dev/pts/0>: waiting
1784822758.351521 cmdq_next <client-54753>: waiting
1784822758.351652 peer 0x5ec07562bdd0 message 301
1784822758.351656 file 13 read 1908 bytes
1784822758.351658 peer 0x5ec07562bdd0 message 302
1784822758.351659 file 13 read done
1784822758.351660 loading /home/zaxy/.config/tmux/plugins/catppuccin/tmux/status/../utils/status_module.conf
1784822758.351662 yylex_token: end at WS
1784822758.351663 yylex_token: set
1784822758.351664 yylex_token: end at WS
1784822758.351664 yylex_token: -gqF
1784822758.351665 yylex_token: end at WS
1784822758.351666 yylex_token: @_ctp_connect_style
1784822758.351667 yylex_token: end at EOL
1784822758.351668 yylex_token: #{?#{==:#{@catppuccin_status_connect_separator},yes},,#[bg=default]}
1784822758.351670 yylex_token: end at WS
1784822758.351671 yylex_token: set
1784822758.351671 yylex_token: end at WS
1784822758.351672 yylex_token: -ogqF
1784822758.351673 yylex_token_variable: MODULE_NAME -> cpu
1784822758.351674 yylex_token: end at WS
1784822758.351674 yylex_token: @catppuccin_status_cpu_icon_fg
1784822758.351675 yylex_token: end at EOL
1784822758.351675 yylex_token: #{E:@thm_crust}
1784822758.351676 yylex_token: end at WS
1784822758.351677 yylex_token: set
1784822758.351677 yylex_token: end at WS
1784822758.351678 yylex_token: -ogqF
1784822758.351678 yylex_token_variable: MODULE_NAME -> cpu
1784822758.351679 yylex_token: end at WS
1784822758.351680 yylex_token: @catppuccin_status_cpu_text_fg
1784822758.351680 yylex_token: end at EOL
1784822758.351681 yylex_token: #{E:@thm_fg}
1784822758.351682 yylex_get_word: %if
1784822758.351683 yylex_token_variable: MODULE_NAME -> cpu
1784822758.351683 yylex_token: end at EOL
1784822758.351684 yylex_token: #{==:#{@catppuccin_status_cpu_icon_bg},}
1784822758.351685 cmd_find_best_session: 0 sessions to try
1784822758.351686 format_defaults: c=client-54753
1784822758.351686 format_defaults: s=none
1784822758.351687 format_defaults: wl=none
1784822758.351687 format_defaults: wp=none
1784822758.351688 format_expand1: expanding format: #{==:#{@catppuccin_status_cpu_icon_bg},}
1784822758.351689 format_expand1: found #{}: ==:#{@catppuccin_status_cpu_icon_bg},
1784822758.351690 format_replace: modifier 0 is ==
1784822758.351691 format_expand1: expanding format: #{@catppuccin_status_cpu_icon_bg}
1784822758.351692 format_expand1: found #{}: @catppuccin_status_cpu_icon_bg
1784822758.351694 format_replace: format '@catppuccin_status_cpu_icon_bg' not found
1784822758.351695 format_replace: replaced '@catppuccin_status_cpu_icon_bg' with ''
1784822758.351696 format_expand1: result is: 
1784822758.351697 format_replace: compare == left is: 
1784822758.351697 format_replace: compare == right is: 
1784822758.351698 format_replace: replaced '==:#{@catppuccin_status_cpu_icon_bg},' with '1'
1784822758.351699 format_expand1: result is: 1
1784822758.351700 yylex_token: end at WS
1784822758.351700 yylex_token: set
1784822758.351701 yylex_token: end at WS
1784822758.351701 yylex_token: -gqF
1784822758.351702 yylex_token_variable: MODULE_NAME -> cpu
1784822758.351703 yylex_token: end at WS
1784822758.351703 yylex_token: @catppuccin_status_cpu_icon_bg
1784822758.351704 yylex_token_variable: MODULE_NAME -> cpu
1784822758.351705 yylex_token: end at EOL
1784822758.351710 yylex_token: #{@catppuccin_cpu_color}
1784822758.351711 yylex_get_word: %endif
1784822758.351712 yylex_get_word: %if
1784822758.351713 yylex_token_variable: MODULE_NAME -> cpu
1784822758.351713 yylex_token: end at EOL
1784822758.351714 yylex_token: #{==:#{@catppuccin_status_cpu_text_bg},}
1784822758.351714 cmd_find_best_session: 0 sessions to try
1784822758.351715 format_defaults: c=client-54753
1784822758.351716 format_defaults: s=none
1784822758.351716 format_defaults: wl=none
1784822758.351716 format_defaults: wp=none
1784822758.351717 format_expand1: expanding format: #{==:#{@catppuccin_status_cpu_text_bg},}
1784822758.351718 format_expand1: found #{}: ==:#{@catppuccin_status_cpu_text_bg},
1784822758.351719 format_replace: modifier 0 is ==
1784822758.351720 format_expand1: expanding format: #{@catppuccin_status_cpu_text_bg}
1784822758.351720 format_expand1: found #{}: @catppuccin_status_cpu_text_bg
1784822758.351722 format_replace: format '@catppuccin_status_cpu_text_bg' found: #{l:#{cpu_bg_color}}
1784822758.351723 format_replace: replaced '@catppuccin_status_cpu_text_bg' with '#{l:#{cpu_bg_color}}'
1784822758.351723 format_expand1: result is: #{l:#{cpu_bg_color}}
1784822758.351724 format_replace: compare == left is: #{l:#{cpu_bg_color}}
1784822758.351725 format_replace: compare == right is: 
1784822758.351726 format_replace: replaced '==:#{@catppuccin_status_cpu_text_bg},' with '0'
1784822758.351726 format_expand1: result is: 0
1784822758.351727 yylex_token: end at WS
1784822758.351727 yylex_token: set
1784822758.351728 yylex_token: end at WS
1784822758.351728 yylex_token: -gqF
1784822758.351729 yylex_token: end at WS
1784822758.351730 yylex_token: @_ctp_module_text_bg
1784822758.351730 yylex_token: end at EOL
1784822758.351731 yylex_token: #{E:@catppuccin_status_module_text_bg}
1784822758.351732 yylex_get_word: %else
1784822758.351733 yylex_token: end at WS
1784822758.351733 yylex_token: set
1784822758.351734 yylex_token: end at WS
1784822758.351734 yylex_token: -gqF
1784822758.351735 yylex_token: end at WS
1784822758.351735 yylex_token: @_ctp_module_text_bg
1784822758.351736 yylex_token_variable: MODULE_NAME -> cpu
1784822758.351737 yylex_token: end at EOL
1784822758.351737 yylex_token: #{@catppuccin_status_cpu_text_bg}
1784822758.351738 yylex_get_word: %endif
1784822758.351739 yylex_token: end at WS
1784822758.351739 yylex_token: set
1784822758.351740 yylex_token: end at WS
1784822758.351740 yylex_token: -gF
1784822758.351741 yylex_token_variable: MODULE_NAME -> cpu
1784822758.351741 yylex_token: end at WS
1784822758.351742 yylex_token: @catppuccin_status_cpu
1784822758.351743 yylex_token_variable: MODULE_NAME -> cpu
1784822758.351744 yylex_token: end at EOL
1784822758.351745 yylex_token: #[fg=#{@catppuccin_status_cpu_icon_bg}]#{@_ctp_connect_style}#{@catppuccin_status_left_separator}
1784822758.351746 yylex_token: end at WS
1784822758.351746 yylex_token: set
1784822758.351747 yylex_token: end at WS
1784822758.351747 yylex_token: -agF
1784822758.351748 yylex_token_variable: MODULE_NAME -> cpu
1784822758.351748 yylex_token: end at WS
1784822758.351749 yylex_token: @catppuccin_status_cpu
1784822758.351750 yylex_token_variable: MODULE_NAME -> cpu
1784822758.351751 yylex_token_variable: MODULE_NAME -> cpu
1784822758.351752 yylex_token_variable: MODULE_NAME -> cpu
1784822758.351752 yylex_token: end at EOL
1784822758.351753 yylex_token: #[fg=#{@catppuccin_status_cpu_icon_fg},bg=#{@catppuccin_status_cpu_icon_bg}]#{@catppuccin_cpu_icon}
1784822758.351754 yylex_token: end at WS
1784822758.351754 yylex_token: set
1784822758.351755 yylex_token: end at WS
1784822758.351755 yylex_token: -agF
1784822758.351756 yylex_token_variable: MODULE_NAME -> cpu
1784822758.351757 yylex_token: end at WS
1784822758.351757 yylex_token: @catppuccin_status_cpu
1784822758.351758 yylex_token: end at EOL
1784822758.351758 yylex_token: #{@catppuccin_status_middle_separator}
1784822758.351759 yylex_token: end at WS
1784822758.351760 yylex_token: set
1784822758.351760 yylex_token: end at WS
1784822758.351761 yylex_token: -agF
1784822758.351763 yylex_token_variable: MODULE_NAME -> cpu
1784822758.351763 yylex_token: end at WS
1784822758.351764 yylex_token: @catppuccin_status_cpu
1784822758.351765 yylex_token_variable: MODULE_NAME -> cpu
1784822758.351765 yylex_token: end at EOL
1784822758.351766 yylex_token: #[fg=#{@catppuccin_status_cpu_text_fg},bg=#{@_ctp_module_text_bg}]
1784822758.351767 yylex_token: end at WS
1784822758.351767 yylex_token: set
1784822758.351768 yylex_token: end at WS
1784822758.351768 yylex_token: -ag
1784822758.351769 yylex_token_variable: MODULE_NAME -> cpu
1784822758.351769 yylex_token: end at WS
1784822758.351770 yylex_token: @catppuccin_status_cpu
1784822758.351771 yylex_token_variable: MODULE_NAME -> cpu
1784822758.351771 yylex_token: end at EOL
1784822758.351772 yylex_token: #{E:@catppuccin_cpu_text}
1784822758.351773 yylex_token: end at WS
1784822758.351773 yylex_token: set
1784822758.351774 yylex_token: end at WS
1784822758.351774 yylex_token: -agF
1784822758.351775 yylex_token_variable: MODULE_NAME -> cpu
1784822758.351775 yylex_token: end at WS
1784822758.351776 yylex_token: @catppuccin_status_cpu
1784822758.351777 yylex_token: end at EOL
1784822758.351778 yylex_token: #[fg=#{@_ctp_module_text_bg}]#{@_ctp_connect_style}#{@catppuccin_status_right_separator}
1784822758.351779 yylex_token: end at WS
1784822758.351779 yylex_token: set
1784822758.351780 yylex_token: end at WS
1784822758.351780 yylex_token: -ug
1784822758.351781 yylex_token: end at EOL
1784822758.351781 yylex_token: @_ctp_connect_style
1784822758.351782 yylex_token: end at WS
1784822758.351782 yylex_token: set
1784822758.351783 yylex_token: end at WS
1784822758.351783 yylex_token: -ug
1784822758.351784 yylex_token: end at EOL
1784822758.351785 yylex_token: @_ctp_module_text_bg
1784822758.351786 cmd_parse_build_commands 0:0: set
1784822758.351787 cmd_parse_build_commands 0:1: -gqF
1784822758.351788 cmd_parse_build_commands 0:2: @_ctp_connect_style
1784822758.351789 cmd_parse_build_commands 0:3: #{?#{==:#{@catppuccin_status_connect_separator},yes},,#[bg=default]}
1784822758.351790 cmd_parse_build_commands 1:0: set
1784822758.351790 cmd_parse_build_commands 1:1: -ogqF
1784822758.351791 cmd_parse_build_commands 1:2: @catppuccin_status_cpu_icon_fg
1784822758.351791 cmd_parse_build_commands 1:3: #{E:@thm_crust}
1784822758.351792 cmd_parse_build_commands 2:0: set
1784822758.351792 cmd_parse_build_commands 2:1: -ogqF
1784822758.351793 cmd_parse_build_commands 2:2: @catppuccin_status_cpu_text_fg
1784822758.351794 cmd_parse_build_commands 2:3: #{E:@thm_fg}
1784822758.351794 cmd_parse_build_commands 3:0: set
1784822758.351795 cmd_parse_build_commands 3:1: -gqF
1784822758.351795 cmd_parse_build_commands 3:2: @catppuccin_status_cpu_icon_bg
1784822758.351796 cmd_parse_build_commands 3:3: #{@catppuccin_cpu_color}
1784822758.351796 cmd_parse_build_commands 4:0: set
1784822758.351797 cmd_parse_build_commands 4:1: -gqF
1784822758.351798 cmd_parse_build_commands 4:2: @_ctp_module_text_bg
1784822758.351798 cmd_parse_build_commands 4:3: #{@catppuccin_status_cpu_text_bg}
1784822758.351799 cmd_parse_build_commands 5:0: set
1784822758.351799 cmd_parse_build_commands 5:1: -gF
1784822758.351800 cmd_parse_build_commands 5:2: @catppuccin_status_cpu
1784822758.351801 cmd_parse_build_commands 5:3: #[fg=#{@catppuccin_status_cpu_icon_bg}]#{@_ctp_connect_style}#{@catppuccin_status_left_separator}
1784822758.351801 cmd_parse_build_commands 6:0: set
1784822758.351802 cmd_parse_build_commands 6:1: -agF
1784822758.351803 cmd_parse_build_commands 6:2: @catppuccin_status_cpu
1784822758.351803 cmd_parse_build_commands 6:3: #[fg=#{@catppuccin_status_cpu_icon_fg},bg=#{@catppuccin_status_cpu_icon_bg}]#{@catppuccin_cpu_icon}
1784822758.351804 cmd_parse_build_commands 7:0: set
1784822758.351805 cmd_parse_build_commands 7:1: -agF
1784822758.351805 cmd_parse_build_commands 7:2: @catppuccin_status_cpu
1784822758.351806 cmd_parse_build_commands 7:3: #{@catppuccin_status_middle_separator}
1784822758.351806 cmd_parse_build_commands 8:0: set
1784822758.351807 cmd_parse_build_commands 8:1: -agF
1784822758.351808 cmd_parse_build_commands 8:2: @catppuccin_status_cpu
1784822758.351809 cmd_parse_build_commands 8:3: #[fg=#{@catppuccin_status_cpu_text_fg},bg=#{@_ctp_module_text_bg}]
1784822758.351810 cmd_parse_build_commands 9:0: set
1784822758.351810 cmd_parse_build_commands 9:1: -ag
1784822758.351811 cmd_parse_build_commands 9:2: @catppuccin_status_cpu
1784822758.351812 cmd_parse_build_commands 9:3: #{E:@catppuccin_cpu_text}
1784822758.351812 cmd_parse_build_commands 10:0: set
1784822758.351813 cmd_parse_build_commands 10:1: -agF
1784822758.351813 cmd_parse_build_commands 10:2: @catppuccin_status_cpu
1784822758.351814 cmd_parse_build_commands 10:3: #[fg=#{@_ctp_module_text_bg}]#{@_ctp_connect_style}#{@catppuccin_status_right_separator}
1784822758.351815 cmd_parse_build_commands 11:0: set
1784822758.351815 cmd_parse_build_commands 11:1: -ug
1784822758.351816 cmd_parse_build_commands 11:2: @_ctp_connect_style
1784822758.351817 cmd_parse_build_commands 12:0: set
1784822758.351817 cmd_parse_build_commands 12:1: -ug
1784822758.351818 cmd_parse_build_commands 12:2: @_ctp_module_text_bg
1784822758.351820 args_parse_flags: next -gqF
1784822758.351820 args_parse_flags: -g
1784822758.351821 args_parse_flags: -q
1784822758.351821 args_parse_flags: -F
1784822758.351822 args_parse_flags: next @_ctp_connect_style
1784822758.351823 args_parse: flags end at 2 of 4
1784822758.351823 args_parse: 2 = @_ctp_connect_style (type STRING)
1784822758.351824 args_parse: 3 = #{?#{==:#{@catppuccin_status_connect_separator},yes},,#[bg=default]} (type STRING)
1784822758.351826 args_parse_flags: next -ogqF
1784822758.351826 args_parse_flags: -o
1784822758.351827 args_parse_flags: -g
1784822758.351827 args_parse_flags: -q
1784822758.351828 args_parse_flags: -F
1784822758.351828 args_parse_flags: next @catppuccin_status_cpu_icon_fg
1784822758.351829 args_parse: flags end at 2 of 4
1784822758.351830 args_parse: 2 = @catppuccin_status_cpu_icon_fg (type STRING)
1784822758.351830 args_parse: 3 = #{E:@thm_crust} (type STRING)
1784822758.351831 args_parse_flags: next -ogqF
1784822758.351832 args_parse_flags: -o
1784822758.351832 args_parse_flags: -g
1784822758.351833 args_parse_flags: -q
1784822758.351834 args_parse_flags: -F
1784822758.351834 args_parse_flags: next @catppuccin_status_cpu_text_fg
1784822758.351835 args_parse: flags end at 2 of 4
1784822758.351835 args_parse: 2 = @catppuccin_status_cpu_text_fg (type STRING)
1784822758.351836 args_parse: 3 = #{E:@thm_fg} (type STRING)
1784822758.351837 args_parse_flags: next -gqF
1784822758.351838 args_parse_flags: -g
1784822758.351838 args_parse_flags: -q
1784822758.351839 args_parse_flags: -F
1784822758.351839 args_parse_flags: next @catppuccin_status_cpu_icon_bg
1784822758.351840 args_parse: flags end at 2 of 4
1784822758.351840 args_parse: 2 = @catppuccin_status_cpu_icon_bg (type STRING)
1784822758.351841 args_parse: 3 = #{@catppuccin_cpu_color} (type STRING)
1784822758.351843 args_parse_flags: next -gqF
1784822758.351843 args_parse_flags: -g
1784822758.351843 args_parse_flags: -q
1784822758.351844 args_parse_flags: -F
1784822758.351845 args_parse_flags: next @_ctp_module_text_bg
1784822758.351845 args_parse: flags end at 2 of 4
1784822758.351846 args_parse: 2 = @_ctp_module_text_bg (type STRING)
1784822758.351846 args_parse: 3 = #{@catppuccin_status_cpu_text_bg} (type STRING)
1784822758.351848 args_parse_flags: next -gF
1784822758.351848 args_parse_flags: -g
1784822758.351849 args_parse_flags: -F
1784822758.351849 args_parse_flags: next @catppuccin_status_cpu
1784822758.351850 args_parse: flags end at 2 of 4
1784822758.351850 args_parse: 2 = @catppuccin_status_cpu (type STRING)
1784822758.351851 args_parse: 3 = #[fg=#{@catppuccin_status_cpu_icon_bg}]#{@_ctp_connect_style}#{@catppuccin_status_left_separator} (type STRING)
1784822758.351853 args_parse_flags: next -agF
1784822758.351853 args_parse_flags: -a
1784822758.351854 args_parse_flags: -g
1784822758.351854 args_parse_flags: -F
1784822758.351855 args_parse_flags: next @catppuccin_status_cpu
1784822758.351855 args_parse: flags end at 2 of 4
1784822758.351856 args_parse: 2 = @catppuccin_status_cpu (type STRING)
1784822758.351858 args_parse: 3 = #[fg=#{@catppuccin_status_cpu_icon_fg},bg=#{@catppuccin_status_cpu_icon_bg}]#{@catppuccin_cpu_icon} (type STRING)
1784822758.351859 args_parse_flags: next -agF
1784822758.351860 args_parse_flags: -a
1784822758.351860 args_parse_flags: -g
1784822758.351861 args_parse_flags: -F
1784822758.351861 args_parse_flags: next @catppuccin_status_cpu
1784822758.351862 args_parse: flags end at 2 of 4
1784822758.351862 args_parse: 2 = @catppuccin_status_cpu (type STRING)
1784822758.351863 args_parse: 3 = #{@catppuccin_status_middle_separator} (type STRING)
1784822758.351864 args_parse_flags: next -agF
1784822758.351865 args_parse_flags: -a
1784822758.351865 args_parse_flags: -g
1784822758.351866 args_parse_flags: -F
1784822758.351866 args_parse_flags: next @catppuccin_status_cpu
1784822758.351867 args_parse: flags end at 2 of 4
1784822758.351867 args_parse: 2 = @catppuccin_status_cpu (type STRING)
1784822758.351868 args_parse: 3 = #[fg=#{@catppuccin_status_cpu_text_fg},bg=#{@_ctp_module_text_bg}] (type STRING)
1784822758.351869 args_parse_flags: next -ag
1784822758.351870 args_parse_flags: -a
1784822758.351870 args_parse_flags: -g
1784822758.351871 args_parse_flags: next @catppuccin_status_cpu
1784822758.351871 args_parse: flags end at 2 of 4
1784822758.351872 args_parse: 2 = @catppuccin_status_cpu (type STRING)
1784822758.351873 args_parse: 3 = #{E:@catppuccin_cpu_text} (type STRING)
1784822758.351874 args_parse_flags: next -agF
1784822758.351874 args_parse_flags: -a
1784822758.351875 args_parse_flags: -g
1784822758.351875 args_parse_flags: -F
1784822758.351876 args_parse_flags: next @catppuccin_status_cpu
1784822758.351876 args_parse: flags end at 2 of 4
